Fail Type;Vin;MOS Type;Node;Fail?;Failed bits;Time_start;Time_end;Voltage
slope;1.08;CMOS_N;C_F_C10_NDBIAS;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9937459517E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C10_NDNEG;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9772820313E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C10_NDPOS;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9226506490E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C11_NDBIAS;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9149691004E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C11_NDNEG;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9772820313E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C11_NDPOS;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9637219746E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C12_NDBIAS;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9194822896E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C12_NDNEG;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9772820313E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C12_NDPOS;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9699804623E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C13_NDBIAS;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9794054467E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C13_NDNEG;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9772820313E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C13_NDPOS;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9141979653E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C14_NDBIAS;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9150473315E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
slope;1.08;CMOS_N;C_F_C14_NDNEG;1;[1, 0, 0, 0, 0, 0];['0.0000000000E00', 0, 0, 0, 0, 0];['4.9772820313E-07', 0, 0, 0, 0, 0];[2.2999999999999998, 0, 0, 0, 0, 0]
